message,true_label,prediction,elapsed_seconds
Congratulations Phone Lord! Enjoy Rental Bonus of N50 for today. Bonus to be used for on-net calls and SMS till 9am today,spam,spam,2.4172744750976562
pls kindly change my address before uploading d paper Department of Electrical and Information Engineering,ham,spam,2.3968021869659424
Teamvier. Id: 531 812 529. Password: 8vx52q,spam,spam,2.410229206085205
Bosnia V Iran 5PM,spam,spam,2.3862719535827637
Am Sorry Don't Let me delay you. You call go home will call you when .done,ham,spam,2.392110824584961
venue. no 12 seriki aro abass street off osolo road 7/8 bus stop airport rd ajao estate.,ham,spam,2.409973621368408
Ref: 43052745203/07 14:46:42Amt: N1,ham,spam,2.409115791320801
Ramadhan has come and gone may Allah accept our fast and continue to instill the virtues of the blessed mth in us.Amin Happy id el fitri celebration,ham,ham,2.3788630962371826
Here is my no 07XXXXXX812,ham,spam,2.402808904647827
N200 was transferred to you from the 08068119076 on 18/07/14 16:51 via Share & Sell. Your new account balance is N200.09.,spam,spam,2.42108154296875
Morning Sir,ham,ham,2.366288661956787
See me 2morrow,ham,ham,2.390972137451172
Acct: ******7609Amt: NGN4,ham,spam,2.4243905544281006
Nigga Nwaoma called me. She want me to help her pick up an order so she's sending me cash for that. Tell her to gimme 3500 now on your behalf,ham,spam,2.410280466079712
In a soft voice wif a standin ovation,ham,spam,2.3920867443084717
lolx..disapointing?.. me too small 4 u?. or tu big?.or becos i ask 4 her d oda tym.. i just ask her nd ask her bcos i want u 2 knw ao i deal wif dos that i lov...or did u fink it is a sin? dn ask GOD about it..or did u fink it s tu early...remember it only comes but once. or u fink it is nt godly?PAIT!!.,ham,spam,2.4464149475097656
Mr paul hapi new year in advance,ham,spam,2.357916831970215
.•*¨`*•. ☆ .•*¨`*•.Wishing You the HAPPIEST Birthday Ever!!!✿•*¨`*•. (¯`v´¯) (¯`v´¯) .•*¨`*•✿. . . ✿•*¨`*•.¸(¯`v´¯)¸.•´*¨`*•✿ . . .…………… ….♥ •.¸.•´♥……………,ham,spam,2.42490816116333
80XXXXX526,ham,spam,2.37412166595459
Our prayr team & I wil like to PRAY WIT U 4 UNUSUAL TESTIMONY. Prepare 4 PROPHETIC SOLUTION on Sat 15 Jun. SHARE YR PRAYR POINTS wit us. Steve Akoni.08098009673,ham,spam,2.4190280437469482
Your FREE TOMORROW Balance has been used. To get DOUBLE FREE CREDIT TOMORROW,spam,spam,2.3738632202148438
2,spam,ham,2.369378089904785
08XXXXXX31. My Etisalat number. Please send 1Gb. You said its 950 right? Thanks you.,ham,spam,2.419677734375
Do ensure you subscribe to an MTN Data Bundle to avoid being charged out of bundle rates for browsing or for mobile app updates on your new smart phone. Visit www.mtnonline.com/tips for tips to help you avoid extra charges due to your smart phone.,spam,spam,2.4183125495910645
GOODDAY.MICT1 EXAMINATION STARTS EXACTLY 9AM. TODAY. PLEASE ENDEAVOUR TO ARRIVE BY 8AM FOR GROUP DISCUSSION AND SITTING ARRANGEMENT. WISHING U BEST OF LUCK,ham,spam,2.4039363861083984
Challenges are tough to those who never face them but easy to those who accept them. Accept every challenge with a smile and see it disappear!,spam,ham,2.4353978633880615
"Today is Okeyinka Yetunde's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!"".",ham,spam,2.47239351272583
Today..in less than 2 hours,ham,spam,2.4229819774627686
EPL Is Here Again. Text Sport to 35241 For Sport News Update. Cost N100/30days,spam,spam,2.426270008087158
Goodevening sir,ham,ham,2.3729031085968018
Get 1 FREE Ring Back Tune for 30days. Text 2 to 251 for Aye by Davido or text MORE to 251 for a list of more free tunes. N50 activation fee appli<<Content not supported>>,spam,spam,2.4613113403320312
The thing still didn't work o.  Want to clean my atm with spirit then I'll try again after environmental,ham,ham,2.370222330093384
Double Your Recharge Promo is Back! Recharge N200 & above and get double to call all Networks in 9ja. Bonus is valid for 7 days,ham,spam,2.410531759262085
TEXT to 131   VIEW SELECT;CHANGE SELECT <destinationCode>;,spam,spam,2.397277355194092
Dear 08189440237! Get 5 FREE days of useful alerts,spam,spam,2.4030230045318604
Good night sir and have a nice dream,ham,ham,2.375598192214966
OK sir,ham,ham,2.3733415603637695
Gud pm ma,ham,spam,2.4384851455688477
Your favourite BlackBerry Monthly Bundle is still available at N1,ham,spam,2.395341396331787
Low credit ?  No Wahala ! simply Dial *321#¿ to borrow.,spam,spam,2.408418893814087
Loose belly fat in 7days! Send DIET to 38261 to subscribe for daily tips at N10 only.,spam,spam,2.3930022716522217
Hi,ham,ham,2.3704934120178223
Get Free Advice On HIV & Related Health Issues,spam,spam,2.4206855297088623
2347067581558 has just tried to reach you by the Call Sponsor on 13/02/14 at 04:33.,spam,spam,2.4121060371398926
I'm in school till 5pm o,ham,ham,2.378783941268921
Champions know there are no shortcuts to the top. They climb the mountain one step at a time. Perseverance is the key!,spam,ham,2.3891875743865967
CONGRATS! U ve been selected 4 a Writen Test/Interview in a HR/Health Org. 2MRW Friday 28/02/2014. Venue DANAX PLAZA ADAMASINGBA B/STOP,ham,spam,2.433589220046997
Glo Backup,spam,spam,2.380315065383911
Ayandiran bolanle khadijat(09/0787),ham,spam,2.387206792831421
Email: Oluwolepaul@gmail.com.  The domain I want to transfer to star host is www.alientechltd.us,ham,spam,2.4122653007507324
Tak a cab goin to iyana mortuary,ham,spam,2.4050540924072266
If your daily life seems poor,spam,spam,2.4559884071350098
RAMADAN THE MONTH OF FORGIVENESS AND BONANZA.For Ramadan Daily Prayer Guide. Text Ramadan to 35242.cost N100 /Ramadan Period.Content delivery starts next day,spam,spam,2.4584052562713623
Hey beloved,ham,ham,2.413036823272705
N350 was transferred to you from 081XXXXXX71 on 03/08/14 12:14 via Share & Sell. Your new account balance is N371.6.,spam,spam,2.4500346183776855
If you want happiness in your life then never be a beggar of love,spam,ham,2.3881266117095947
ATTN:MEMBERS OF ASUU-UNAAB COOPERATIVE.Kindly attend the 9th AGM of ASUU-UNAAAB Cooperative on Wed June 25,ham,spam,2.43918776512146
Bakare sulaimoon gbolahan...0907it00804,ham,spam,2.381344795227051
Gtbank 01XXXXXX09 Oluwole Paul,ham,spam,2.392470598220825
Please call me. Y.ello,ham,spam,2.3886947631835938
Thanks so much for always been there for me,ham,ham,2.391754150390625
70XXXXXX51,ham,spam,2.4233009815216064
Looking for a new job? A good CV should be short/relevant; no more than 3pages.For more Job tips from Phillips Consulting,spam,spam,2.399510145187378
Eunice(08XXXXXX25),ham,spam,2.398552417755127
You transferred N100.00 to 23481XXXXXX02. Your new account balance is N75.49. Thanks for using share n sell service.,ham,spam,2.396407127380371
Your relationship can be a beacon of hope to the outside world as you show devotion,spam,ham,2.388415575027466
Dear TOSIN,ham,ham,2.38472580909729
It's Officially noted dat 20014 is in and seated with us.it brings all good life packages.Happy New year,ham,spam,2.4356367588043213
Your FREE trial of GENERALNEWS ends today.To continue enjoying the service,spam,spam,2.399869203567505
hbd kenny many more yrs in good health and sucess sorry its cumij late tak care,ham,spam,2.3953053951263428
I am going hom,ham,ham,2.3800253868103027
But oby should know sha,ham,ham,2.3945083618164062
Where re u?,ham,ham,2.4035749435424805
Enjoy FREE CALLS this season! Call ALL Networks & Browse the internet Today! Get  N750 when you pay N250. Valid for 3 days. dial *142# NOW!,spam,spam,2.4146807193756104
Participate in the Canada International Business Conference Toronto june 12-13 2014,ham,spam,2.395960569381714
get all the ogbonge football gist and live scores from una favorite clubs dem. Text PIDGIN to 38400,spam,spam,2.408358335494995
kindnes is a language which d dumb cn spik n d deaf cn undastnd. 10ks 4 d card. God bless U n ur plans dis mnth. Ds s ur mnth of testimony. Thanks so much more.,ham,spam,2.4104366302490234
ME NT COM4TABLE WITHOUT U COLECTIN D RECEIT OR BEANX...pls reply me..,ham,spam,2.4546451568603516
You transferred N200 to 081XXXXX992 on 30/07/14 16:42. Your new account balance is N206.09. Thanks for using Share & Sell.,spam,spam,2.479111909866333
MTN Backup,spam,spam,2.427633762359619
21XXXXX18,ham,spam,2.397578239440918
Are you searching for LOVE or in LOVE and you don't know how to keep it? Text DL to 30327 for LOVE ADVICE. Service cost N20/day. Powered by Etisalat,spam,spam,2.4195830821990967
Hw much do u tink s4 wud be nw in d market,ham,spam,2.398725986480713
As part of d preparatn towrds d success of dis yr TLC,ham,spam,2.3945960998535156
STOP,spam,spam,2.3943755626678467
7.26E+11,ham,spam,2.393491506576538
May  Everything Happy And Everything Bright Be Yours On Your Birthday From Morning Till Night. And Then Through The Year May The Same Thing Hold True So That Each Day Is Filled With Life’s Best Things For You!HAPI B'DAY,ham,spam,2.4177699089050293
Gd am Sir/Ma,ham,ham,2.3751275539398193
Scared of Job interviews? No More Worries! Get that DREAM JOB today with daily INTERVIEW TIPS. Simply Text INT to 38080 @ N50 for 5days & enjoy first 2days FREE,spam,spam,2.40631103515625
08XXXXXX59,ham,spam,2.3976104259490967
Yes I just got back ooooh,ham,ham,2.378322124481201
Does your number end in 5?TODAY 27/07you're chosen to participate for the 'Nigeria Centenary 100 Million Naira Mega Jackpot'!Send WIN to 35777!N100/SMS,spam,spam,2.441547155380249
Stop,spam,ham,2.3653550148010254
Internet,spam,ham,2.374189615249634
When I first saw you,ham,ham,2.422687292098999
Coke Studio Africa rounds up this Sunday at 6pm on AIT. Catch up on all the fun with 2Face,ham,spam,2.415731191635132
