text,true_label,svm_prediction,distilbert_prediction,svm_error,distilbert_error,both_wrong,models_disagree,text_length,word_count,has_url,has_phone_or_shortcode,has_money,has_promotion,has_urgency,has_financial,has_subscription,has_reward,has_question,has_exclamation,length_category,error_type
Y'ello! Get FREE 200% airtime to call MTN2MTN when you recharge upto N750.Hurry & recharge before 11:59pm 9th April,1,1,1,False,False,False,False,115,19,False,False,False,True,True,False,False,False,False,True,Medium,Both Correct
Morning. Am on it. Thks,0,0,0,False,False,False,False,23,5,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Seen before 4 I'll send it I'll call you when I do,0,0,0,False,False,False,False,50,12,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
The remarkable thing about fearing God is that when you fear God you fear nothing else,1,1,1,False,False,False,False,86,16,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
8262 2126 4511 5873,0,0,0,False,False,False,False,19,4,False,True,False,False,False,False,False,False,False,False,Very Short,Both Correct
Your Balances are BB Absolute/Complete: 1637MB till 16-Mar. BB Plan: 29MB till 24-Feb. BB Plan: 10MB till 24-Feb.,1,1,1,False,False,False,False,113,18,False,False,False,False,False,True,False,False,False,False,Medium,Both Correct
Thank you Sir. Uncle Kelly said u were coming yesterday and gave me some cheques for u. So I was expecting you.,0,0,0,False,False,False,False,111,22,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
To login goto www.brightaviationng.com/cpanel   username:brightav  password:Sg563Bf2vh,0,0,0,False,False,False,False,86,6,True,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Have you registered for your FREE life insurance and hospital cash today? Simply dial *259# to register. Recharge up to N5000 monthly to qualify.,0,1,1,True,True,True,False,145,24,False,True,True,True,False,True,False,False,True,False,Medium,Both Wrong
Fulfilling the ambition could mean taking the risk. Be brave as fortune favours the brave. Just stand up and take action.,1,0,1,True,False,False,True,121,21,False,False,False,False,False,False,False,False,False,False,Medium,SVM Wrong Only
What is in the vicinity of our minds r the negative situations surrounding us,1,1,0,False,True,False,True,77,14,False,False,False,False,False,False,False,False,False,False,Short,DistilBERT Wrong Only
you are right brother... how is all am on my from lokoja ..i call when i get home,0,0,0,False,False,False,False,81,18,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Hellow sir,0,0,0,False,False,False,False,10,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Happiness is when what you think,1,1,1,False,False,False,False,32,6,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Name: Erioluwa MscTel: 080XXXXXX25Name: Erioluwa Msc1Tel: 070XXXXXX14,0,0,0,False,False,False,False,69,7,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
.Enjoy 100%extra data between 1AM &5AM for 7days.Text ON to 229 @N100.,0,1,1,True,True,True,False,70,12,False,False,False,False,False,False,False,False,False,False,Short,Both Wrong
M at under bridge,0,0,0,False,False,False,False,17,4,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Please call me. Watch Man City vs Norwich,1,0,0,True,True,True,False,41,8,False,False,False,False,False,False,False,False,False,False,Short,Both Wrong
Dpompin09@yahoo.co.uk,0,1,1,True,True,True,False,21,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Wrong
"Lola newton, this is it +2346XXXXXXX54 tony",0,0,0,False,False,False,False,43,7,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
1.Egypt criminalises sexual harassment 2.Hillary Clinton explores possibility of a 2016 run for U.S president 3.Search for missing flight MH370 to be privatized,1,1,1,False,False,False,False,160,23,False,True,False,False,False,False,False,False,False,False,Medium,Both Correct
Thanks for ur advice and thanks always be there for me.Am so grateful sir.,0,0,0,False,False,False,False,74,14,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
From tobi blessing's frd,0,0,0,False,False,False,False,24,4,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Eventually,0,0,1,False,True,False,True,10,1,False,False,False,False,False,False,False,False,False,False,Very Short,DistilBERT Wrong Only
Get live action and match highlights from Brazil,0,1,1,True,True,True,False,48,8,False,False,False,False,False,False,False,False,False,False,Short,Both Wrong
How are u moving today? if u are going to Pit,0,0,0,False,False,False,False,45,11,False,False,False,False,False,False,False,False,True,False,Short,Both Correct
Don't worry pls find out for me,0,0,0,False,False,False,False,31,7,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Strength does not come from winning.Your struggles develop your strengths.When you go through hardships and decide not to surrender that is strength.,1,0,1,True,False,False,True,149,22,False,False,False,True,False,False,False,False,False,False,Medium,SVM Wrong Only
?~Tip For Lifetime~  Try to pretend that,0,0,0,False,False,False,False,40,7,False,False,False,False,False,False,False,False,True,False,Short,Both Correct
Welcome to 10MB 1-Day Mobile Data plan,1,1,1,False,False,False,False,38,7,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Pls pay 14,0,0,1,False,True,False,True,10,3,False,False,True,False,False,False,False,False,False,False,Very Short,DistilBERT Wrong Only
Eecli 4 verse 9-6,0,0,0,False,False,False,False,17,4,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
AlertZAcct:200**001DT:7/31/2014:12:00 AMMC Int Web Prch-000000008702--WWW.ADR Amt:287.54Br:Sango OtaBal:19,0,0,0,False,False,False,False,106,7,True,True,False,False,False,False,False,False,False,False,Medium,Both Correct
BRING UR FLASH TO SCHOOL TOMOROW. DR ODULATE,0,0,0,False,False,False,False,44,8,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
One of the best ways to educate heart is to look at interaction,1,1,1,False,False,False,False,63,13,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Download without any limits! Games,1,1,1,False,False,False,False,34,5,False,False,False,False,False,False,False,False,False,True,Short,Both Correct
Amen thanks. Hope ull come around?,0,0,0,False,False,False,False,34,6,False,False,False,False,False,False,False,False,True,False,Short,Both Correct
Oluikpe4real@yahoo.com,0,0,0,False,False,False,False,22,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Your Google verification code is 512943,1,1,1,False,False,False,False,39,6,False,True,False,False,False,False,False,False,False,False,Short,Both Correct
Stand out to grasp the second half of the year.Joy unequalled never ending is your portion.Welcome to June.Ps.30:5,0,1,1,True,True,True,False,114,18,False,False,False,False,False,False,False,False,False,False,Medium,Both Wrong
Get latest football news from SuperSport. Text SSW to 4900 for 7 days free,1,1,1,False,False,False,False,74,14,False,True,False,True,False,False,False,False,False,False,Short,Both Correct
Pls 4 d sake of Allah,0,0,0,False,False,False,False,21,6,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Yello.. Subscribe and listen to Daily sermons from Bishop Benson Oritsejolomisan on MTN Subscription Devotional Service ¿ N100 per month. Dial 450118(TOLLFREE),1,1,1,False,False,False,False,159,22,False,True,False,True,False,False,True,False,False,False,Medium,Both Correct
It was deliberate... I don't use it much in the lab. I use the PC there. One because internet access is on it. And secondly my PC usually hangs when I run MATLAB on it cos of the large volume of data. And that is the main tool I work in the lab,0,0,0,False,False,False,False,244,53,False,False,False,False,False,False,False,False,False,False,Long,Both Correct
Acct: ******1736Amt: NGN37,0,0,0,False,False,False,False,26,3,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
D typ of ur previous laptop dey. 40k hoc,0,0,0,False,False,False,False,40,9,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Ahhhhhhh,0,0,0,False,False,False,False,8,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Free Free!!! Get the latest gossips & hot news in the world of Hollywood stars on your mobile!! SMS HNP to 38567 for 7 days FREE trial!!Hurry limited offer!!,1,1,1,False,False,False,False,157,29,False,True,False,True,True,False,False,False,False,True,Medium,Both Correct
Eopeyemi@alientechltd.us password:opeyemi2015,0,0,0,False,False,False,False,45,2,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Name: Dr Ogini OsogboTel: 08XXXXXXX24,0,0,0,False,False,False,False,37,5,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Y'ello! Get to know more about Nigeria's history this Democracy Day. Simply text NHISTORY to 700 for Nigeria History. Service costs N50 weekly,1,1,1,False,False,False,False,142,23,False,False,True,False,True,False,False,False,False,True,Medium,Both Correct
TUNDE NO FOR NOW +234 81XXXXXXX87,0,0,0,False,False,False,False,33,6,False,False,False,False,True,False,False,False,False,False,Short,Both Correct
070XXXXXXX90 has been honoured with the chance to receive today's Great Quotes & a surprise FREE gift! Congrats! To get it,1,1,1,False,False,False,False,122,21,False,False,False,True,False,False,False,True,False,True,Medium,Both Correct
A praya 2bless ur way,0,0,0,False,False,False,False,21,5,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Acct: ******1736Amt: NGN100.00 DrDesc: Airtime Purchase-USSD-101CT0000000000003738006¿USSDAvail Bal: NGN95,0,0,0,False,False,False,False,106,8,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Tp12/13/h/1183,0,0,1,False,True,False,True,14,1,False,True,False,False,False,False,False,False,False,False,Very Short,DistilBERT Wrong Only
Does your number end in 2?TODAY 27/07you're chosen to participate for the 'Nigeria Centenary 100 Million Naira Mega Jackpot'!Send WIN to 35777!N100/SMS,1,1,1,False,False,False,False,151,22,False,True,False,True,False,False,False,False,True,True,Medium,Both Correct
Pls attend the Inaugural Lecture of Prof Olusegun Olukayode Odukoya on Wed Feb 19,0,0,0,False,False,False,False,81,14,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Direct to ur phone the popular OUR DAILY BREAD devotional!Strengthen ur walk with God and get deeper in the WORD. Subscribe now.sms ODB to 38299.Cost:N50 7days,1,1,1,False,False,False,False,159,26,False,True,True,False,True,False,True,False,False,True,Medium,Both Correct
Thanks for your support. God bless.,0,0,0,False,False,False,False,35,6,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Happy birthday bro,0,0,0,False,False,False,False,18,3,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Season Of Love. Spice Up Every Call this Christmas. For We wish u a Merry Xmas,1,1,0,False,True,False,True,78,16,False,False,False,False,False,False,False,False,False,False,Short,DistilBERT Wrong Only
Dia has always bin alot of anger in me &loneliness weneva i tink of aw i was maltreated but ur care & guidance 2wards me change my feelings dat dia is stil u whose style of relationship is worth emulating. Thanks 4 being  there,0,0,0,False,False,False,False,227,44,False,False,False,False,False,False,False,False,False,False,Long,Both Correct
Here is my no 07XXXXXX805,0,0,0,False,False,False,False,25,5,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Trst 2day wnt well,0,0,0,False,False,False,False,18,4,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Everyone has a voice deep inside; a voice that says,1,0,1,True,False,False,True,51,10,False,False,False,False,False,False,False,False,False,False,Short,SVM Wrong Only
The most important things in life have been accomplished by people who kept on trying when there seemed to be no hope at all. Never give up!,1,1,1,False,False,False,False,140,27,False,False,False,False,True,False,False,False,False,True,Medium,Both Correct
Sorry didn't hear u d oda tym..call me wen u done. Tkia,0,0,0,False,False,False,False,55,12,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Blvd,0,0,0,False,False,False,False,4,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Gud afternoon ma,0,0,0,False,False,False,False,16,3,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
M almost done where I am be on my way soon,0,0,0,False,False,False,False,42,11,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
I to be ur friend,0,0,0,False,False,False,False,17,5,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
It's OK.  I understand,0,0,0,False,False,False,False,22,4,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Its just meaningless to expect your partner to be of your kind because you cannot hold their right hand in your right to walk together.,1,1,1,False,False,False,False,135,25,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Transfered 50k to your ECOBANK Account earlier today. It is part of the tithe from the sponsorship i was given 4my trip. God bless you & keep us in your prayers,0,1,0,True,False,False,True,160,31,False,False,False,False,False,True,False,False,False,False,Medium,SVM Wrong Only
Our thoughts create our atmosphere. People who are soaked in the world have occasional noble thoughts.,1,1,1,False,False,False,False,102,16,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Recharge with N1000 this week(Mon to Sun) & get 50% extra airtime to call Airtel lines; Bonus is for 3days. For bonus bal,0,0,0,False,False,False,False,121,23,False,False,False,True,False,False,False,False,False,False,Medium,Both Correct
access>>>MonthEnd BalName:ONYEKA ESENWAAcctNo:0060948144Balance:NGN4,1,1,0,False,True,False,True,68,3,False,False,False,False,False,True,False,False,False,False,Short,DistilBERT Wrong Only
Welcome to BRAIN-WAVE easy Trivia.Answer three questions only and get instant MTN Airtime. To get started now N10/SMSText WAVE to 5032,1,1,1,False,False,False,False,134,21,False,True,False,False,True,False,False,False,False,False,Medium,Both Correct
JOKE. Wife: If i knew u were this poor I wouldnt hav married u! Akpos: what do u think I meant when I said u were d only thing I have in this world?,1,0,1,True,False,False,True,148,34,False,False,False,False,False,False,False,False,True,True,Medium,SVM Wrong Only
Sp116username pw david pls is henry code don't wnt hm to knw,0,0,0,False,False,False,False,60,12,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Gud p.m. Oluwafolakemi. How's ur work today? Have a wonderful restful night. God bless u,0,0,0,False,False,False,False,88,15,False,False,False,False,False,False,False,True,True,False,Medium,Both Correct
Free for 1 week,1,1,1,False,False,False,False,15,4,False,False,False,True,False,False,False,False,False,False,Very Short,Both Correct
Ju,0,0,0,False,False,False,False,2,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Dial *678# to subscribe to Airtel Mobile Newspaper alerts at N120 monthly . Stay up-to-date with breaking news,0,1,1,True,True,True,False,110,18,False,True,False,False,False,False,True,False,False,False,Medium,Both Wrong
Our past is a series of lessons that advance us to higher levels of living and loving. The relationships we entered or ended taught us necessary lessons,1,1,1,False,False,False,False,152,27,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
winners campus fellowship holds today  by 4pm @ dewort,0,0,0,False,False,False,False,54,9,False,False,False,True,False,False,False,True,False,False,Short,Both Correct
Bible reference for fight of faith now pls,0,0,0,False,False,False,False,42,8,False,False,False,False,True,False,False,False,False,False,Short,Both Correct
Welcome to 100MB Mobile Data plan,1,1,1,False,False,False,False,33,6,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Believe in the rewards that await u,1,0,1,True,False,False,True,35,7,False,False,False,False,False,False,False,True,False,False,Short,SVM Wrong Only
U can call me now pls...ad 2 pick mum's call.I'm sorry,0,0,0,False,False,False,False,54,11,False,False,False,False,True,False,False,False,False,False,Short,Both Correct
"Y'ello ! Mr 2Kay is back with a BANG. Enjoy his latest hit song ""Moniegram ft Timaya""as your caller tune",1,1,1,False,False,False,False,104,20,False,False,False,False,False,False,False,False,False,True,Medium,Both Correct
On my way to Ogba from Maryland ...can we see briefly? Be there in like 30mins,0,0,0,False,False,False,False,78,16,False,False,False,False,False,False,False,False,True,False,Short,Both Correct
THE SEMI-FINALS ARE HERE! Get LIVE game updates & summary of Brazil's match today against Germany! Text SOCCER to 33118 @N50/Wk. Text STOP to 33111 to OptOut,1,1,1,False,False,False,False,157,27,False,True,False,False,False,False,False,False,False,True,Medium,Both Correct
id:1570583615 sub:001 dlvrd:001 submit date:1511180008 done date:1511180008 stat:DELIVRD err:000 text:,0,0,0,False,False,False,False,102,10,False,True,False,False,False,False,False,False,False,False,Medium,Both Correct
Fire can be silent with water,0,0,1,False,True,False,True,29,6,False,False,False,False,False,False,False,False,False,False,Very Short,DistilBERT Wrong Only
Last call was 51 sec at N0.00.Main Bal: N21.00.Bumpa Bal: N309.50. ALL IN 1 OFFER! Just recharge N500 and get 500MB Data plus N500 to call ALL,1,1,1,False,False,False,False,142,27,False,False,False,True,False,False,False,False,False,True,Medium,Both Correct
Failure is not when you dont reach your GOALS. It is when you dont have any goals to reach.,1,1,1,False,False,False,False,91,19,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Mammy said she called U .Have U slept?,0,0,0,False,False,False,False,38,8,False,False,False,False,False,False,False,False,True,False,Short,Both Correct
Do not brood over your past mistakes and failures as this will only fill your mind with grief and regret. Just never repeat them in the future.,1,1,1,False,False,False,False,143,27,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
3XXXXXXX10 Ayandiran Bolanle k first bank,0,0,0,False,False,False,False,41,6,False,False,False,False,False,True,False,False,False,False,Short,Both Correct
D birth of JESUS brngz JOY~GRACE~LUV in2 ds world:may djoy of dLord nva depart 4rm u,0,0,0,False,False,False,False,84,16,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Good health is the best investment you can make. Get 5 health and fitness tips FREE then N50/5days. Text SUB to 38777 at no cost!,1,1,1,False,False,False,False,129,25,False,True,True,True,False,False,False,False,False,True,Medium,Both Correct
Goal update: Arsenal 1:0 Stoke City Arsenal score a goal through A. Ramsey! at 5.Dial *244# For More,1,1,1,False,False,False,False,100,18,False,True,False,False,False,False,False,False,False,True,Medium,Both Correct
Congratulations on ur admission to Funaab.One tin dat brings First Class with ease is the effective use of past questions.Freshers Meal is a handy archive of all available and up to date past questions,0,1,0,True,False,False,True,201,34,False,False,False,False,False,False,False,True,False,False,Long,SVM Wrong Only
Compliments.I'll not be home cos I'm in church for youth camp.I'll let you know when I'll be around.no offense. Take careFrom: OPSSON smartphone,0,0,0,False,False,False,False,144,23,False,False,False,False,True,False,False,False,False,False,Medium,Both Correct
You have no more SMS on your SMS bundle,1,1,1,False,False,False,False,39,9,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
you need help or information about the Ebola virus? Please call 08037879701/08037154575 or email ebolainfo@health.gov.ng (Federal Ministry of Health),1,1,1,False,False,False,False,149,19,False,True,False,False,False,False,False,False,True,False,Medium,Both Correct
Happy new month.  Jesus loves you.,0,0,0,False,False,False,False,34,6,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Guess wat bro? Aunty aishat just gave birth to a bouncin baby gal todae wich is 28th march nd 2morrow 29th march is also ur bofdae congratulationz,0,0,0,False,False,False,False,146,27,False,False,False,False,False,False,False,False,True,False,Medium,Both Correct
Yea I go arrange  am bro.  Thanks for your long patience.  You're bae(no homo),0,0,0,False,False,False,False,78,14,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
AlertZAcct:200**001DT:8/1/2014:4:16 PMPOS Intl- WWW.ALIEXPRESS.COM - 2C8CDR Amt:283.76Br:Head OfficeBal:18,0,0,0,False,False,False,False,106,8,True,True,False,False,False,False,False,False,False,False,Medium,Both Correct
Medical: Gall stones can cause a right-sided tummy pain. Prevent this by cutting down on oily foods. Stop fried foods! Drink 8 to 10 glasses of water daily.,1,1,1,False,False,False,False,156,28,False,False,False,False,False,False,True,False,False,True,Medium,Both Correct
Yello welcome to MTN please SAVE the setup information that will be sent shortly,1,1,1,False,False,False,False,80,14,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
I'll call u wen its 12.30am with ma Mtn....don't sleep oo,0,0,0,False,False,False,False,57,11,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Ebola is spread through contact with blood,1,1,1,False,False,False,False,42,7,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Get 1 FREE Ring Back Tune for 30days. Text 10 to 251 for  Ghen Ghen Love by Yemi Alade or Text MORE to 251 for a list of more free tunes. Valid till April 30th,1,1,1,False,False,False,False,159,35,False,False,False,True,False,False,False,False,False,False,Medium,Both Correct
Acct: ******1736Amt: NGN18,0,0,0,False,False,False,False,26,3,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
"Yes!!! Anoda gr8 opotunity has cum 2wrk in His vineyard. We r 2prayafuli prepare 4a ministratn dt goes inline wit""D VESSEL OF LIGHT""as we luk forward 2welcum dose in mawuko on sunday(feb14). PLZ",0,0,0,False,False,False,False,194,33,False,False,False,False,False,False,False,False,False,True,Long,Both Correct
534,0,0,1,False,True,False,True,3,1,False,False,False,False,False,False,False,False,False,False,Very Short,DistilBERT Wrong Only
Get the latest hit Dorobucci by The Mavins crew on MTN Callertune! Text 030100 to 4100 to get it now. N50/tune.,1,1,1,False,False,False,False,111,21,False,True,False,False,True,False,False,False,False,True,Medium,Both Correct
I wish that you were here,1,0,0,True,True,True,False,25,6,False,False,False,False,False,False,False,False,False,False,Very Short,Both Wrong
Happy children day.,0,0,0,False,False,False,False,19,3,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Thrill your callers with your Favourite Football Club Ring Back Tune for FREE. Text CLUB to 251 for a list of football club tunes or text 10 to 251 for Man U,1,1,1,False,False,False,False,157,32,False,False,False,True,False,False,False,False,False,False,Medium,Both Correct
First bank acc;No: 30XXXXXX056Name: Salami AFUSAT,0,0,0,False,False,False,False,49,6,False,False,False,False,False,True,False,False,False,False,Short,Both Correct
A pessimist sees the difficulty in every opportunity; an optimist sees the opportunity in every difficulty. Even impossible,1,1,1,False,False,False,False,123,18,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Your account was credited with N100 and service charge of N10 deducted. N100 will be deducted upon your next recharge. Please repay by 05/Jul/2014,1,1,1,False,False,False,False,146,24,False,True,True,False,False,True,False,False,False,False,Medium,Both Correct
Oluwolepaul@gmail.com,0,0,0,False,False,False,False,21,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Beluvd,0,0,0,False,False,False,False,6,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
00XXXXXX10 GTB SAVINGSOLUBIYI AKINTUNDE C,0,0,0,False,False,False,False,41,5,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Gudmorning,0,0,0,False,False,False,False,10,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
While waiting for P67,0,0,1,False,True,False,True,21,4,False,False,False,False,False,False,False,False,False,False,Very Short,DistilBERT Wrong Only
Gudmornin Ay hw was us night pls i just wanted to ask u if u av given d engineer d phone pls cal my mtn no. Thank you.,0,0,0,False,False,False,False,118,28,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Get tunes in this Advent calender free for 7days326-Jolificate327-Merry litte christmas341-Happy holidaysTunes&Service N50 after,1,1,1,False,False,False,False,128,14,False,False,False,True,False,False,False,False,False,False,Medium,Both Correct
Your account was credited with N100 and service charge of N10 deducted. N100 will be deducted upon your next recharge. Please repay by 30/Jul/2014,1,1,1,False,False,False,False,146,24,False,True,True,False,False,True,False,False,False,False,Medium,Both Correct
Happy Sunday to u ma,0,0,0,False,False,False,False,20,5,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Miles may lie between us but we are never far apart. For love doesn't count the miles. It's measured by the heart. I love you. Sweet dreams,0,0,0,False,False,False,False,139,27,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Nigga whollup whollup...I just wan remind you not to forget the jacket o. In igbo... Shebapo,0,0,0,False,False,False,False,92,16,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Txn Id R140614.2143.210022 to recharge 90 NGN from 7087214890 is successful. New balance is 90.22 NGN,0,0,0,False,False,False,False,101,16,False,True,False,False,False,True,False,False,False,False,Medium,Both Correct
You have purchased a recharge of NGN 90.00 from NTS TECHNOLOGIES NTS. Transid AIR-1405786403-444,1,1,1,False,False,False,False,96,14,False,True,False,False,False,False,False,False,False,False,Medium,Both Correct
Good morning to u sir,0,0,0,False,False,False,False,21,5,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Congratulations! 08123984798 is one of the few lucky who can access our exclusive Famous Quotes service! To get started call *585*4*1# now! N20/day.,1,1,1,False,False,False,False,148,23,False,True,False,False,True,False,True,True,False,True,Medium,Both Correct
Aldo i dnt knw wah i did 2u but wateva t may am xowi. av missed ur presnce in ma hrt n i wnt ma fwend bak. No 1can rplace ur place in my hrt.I care n stil luv u,0,0,0,False,False,False,False,160,40,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Cop: Didnt you hear my whistle,1,0,0,True,True,True,False,30,6,False,False,False,False,False,False,False,False,False,False,Very Short,Both Wrong
thank u ma,0,0,0,False,False,False,False,10,3,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Dear owner of number 2347XXXXX11 – are you ready to WIN up to N4000?! Play Mind2Moni game and WIN prizes! Start here: http://tin.bz/bVjH6 Price: N20/day.,1,1,1,False,False,False,False,153,25,True,False,True,True,False,False,True,True,True,True,Medium,Both Correct
Lol. Forgive my troubles sir. Thanks sir,0,0,0,False,False,False,False,40,7,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Yea I'll initiate the transfer,0,0,0,False,False,False,False,30,5,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Text me pls. I'm in church,0,0,0,False,False,False,False,26,6,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
M.D.W.U.I.U.BN...MEDOO..IN DEO'S SPARAMUS!!!,0,0,0,False,False,False,False,44,3,False,False,False,False,False,False,False,False,False,True,Short,Both Correct
Stil on d way.,0,0,0,False,False,False,False,14,4,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
There are some people who live in a dream world,1,1,1,False,False,False,False,47,10,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
OK...sir. Just entered his office now,0,0,0,False,False,False,False,37,6,False,False,False,False,True,False,False,False,False,False,Short,Both Correct
Thanks alot ma,0,0,0,False,False,False,False,14,3,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Hmm I guess I shouldn't wait till I have what I really intend to send.  I'm going to transfer 2k now but u may not see it until tommorow cos its not instant,0,0,0,False,False,False,False,156,33,False,False,False,False,True,False,False,False,False,False,Medium,Both Correct
"Interested in the latest gist. Enjoy 7 days free of ""iROKOtv""service. Text ""irokotv"" to 33300.Offer ends 11:59pm",1,1,1,False,False,False,False,112,17,False,True,False,True,False,False,False,False,False,False,Medium,Both Correct
You will need to meet the lady that led Bible study at church yesterday to give her the office key. She would be at 5th opposite the bookshop. She should be there by abt 11:15am.,0,0,0,False,False,False,False,178,35,False,False,False,False,False,False,False,False,False,False,Long,Both Correct
Sir my matric number is PG/13/0225communicationandGeneral studies.thank you sir,0,0,0,False,False,False,False,79,9,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
FREE LIVEWELL TIPS! Health is wealth and with LiveWell tips,1,1,1,False,False,False,False,59,10,False,False,False,True,False,False,False,False,False,True,Short,Both Correct
I Am sorry to tell you this but it is the truth Am not ready for relationship and I don't think Am d right person for You Am telling u this bcos I don't want to hurt you Bye from Femi,0,0,0,False,False,False,False,183,41,False,False,False,False,False,False,False,False,False,False,Long,Both Correct
Mr Ayoola 08XXXXXX17,0,0,0,False,False,False,False,20,3,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Good day.  Please note that your house rent expired on 31st Dec. 2013. Please ensure you pay immediately into the account below.  OLUWAGBENRO Thomas Olus,0,0,0,False,False,False,False,153,25,False,True,True,False,True,True,False,False,False,False,Medium,Both Correct
dell inspiron 11 3000,0,0,1,False,True,False,True,21,4,False,True,False,False,False,False,False,False,False,False,Very Short,DistilBERT Wrong Only
Paulo pls pay in 30k into 1002226443 uba..... maa muti-ventures ltd,0,0,0,False,False,False,False,67,11,False,True,True,False,False,False,False,False,False,False,Short,Both Correct
Enjoy uninterrupted chatting and PINGing on BBM,1,1,1,False,False,False,False,47,7,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Don't let your account balance run LOW!!! Call 14120 for FREE to get your AIRTIME today...,0,1,1,True,True,True,False,90,16,False,True,False,True,False,True,False,False,False,True,Medium,Both Wrong
What do you do in a situation,1,0,0,True,True,True,False,29,7,False,False,False,False,False,False,False,False,False,False,Very Short,Both Wrong
Am stil waiyx to see ur sallah outluk even though u dd nt request for anythx.,0,0,0,False,False,False,False,77,16,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
