text,true_label,svm_prediction,distilbert_prediction,svm_error,distilbert_error,both_wrong,models_disagree
venue. no 12 seriki aro abass street off osolo road 7/8 bus stop airport rd ajao estate.,0,0,0,False,False,False,False
Ref: 43052745203/07 14:46:42Amt: N1,0,0,0,False,False,False,False
Ramadhan has come and gone may Allah accept our fast and continue to instill the virtues of the blessed mth in us.Amin Happy id el fitri celebration,0,0,0,False,False,False,False
Here is my no 07XXXXXX812,0,0,0,False,False,False,False
N200 was transferred to you from the 08068119076 on 18/07/14 16:51 via Share & Sell. Your new account balance is N200.09.,1,1,1,False,False,False,False
Morning Sir,0,0,0,False,False,False,False
See me 2morrow,0,0,0,False,False,False,False
Acct: ******7609Amt: NGN4,0,0,0,False,False,False,False
Nigga Nwaoma called me. She want me to help her pick up an order so she's sending me cash for that. Tell her to gimme 3500 now on your behalf,0,0,0,False,False,False,False
In a soft voice wif a standin ovation,0,0,0,False,False,False,False
lolx..disapointing?.. me too small 4 u?. or tu big?.or becos i ask 4 her d oda tym.. i just ask her nd ask her bcos i want u 2 knw ao i deal wif dos that i lov...or did u fink it is a sin? dn ask GOD about it..or did u fink it s tu early...remember it only comes but once. or u fink it is nt godly?PAIT!!.,0,0,0,False,False,False,False
Mr paul hapi new year in advance,0,0,0,False,False,False,False
.•*¨`*•. ☆ .•*¨`*•.Wishing You the HAPPIEST Birthday Ever!!!✿•*¨`*•. (¯`v´¯) (¯`v´¯) .•*¨`*•✿. . . ✿•*¨`*•.¸(¯`v´¯)¸.•´*¨`*•✿ . . .…………… ….♥ •.¸.•´♥……………,0,0,0,False,False,False,False
80XXXXX526,0,0,0,False,False,False,False
Our prayr team & I wil like to PRAY WIT U 4 UNUSUAL TESTIMONY. Prepare 4 PROPHETIC SOLUTION on Sat 15 Jun. SHARE YR PRAYR POINTS wit us. Steve Akoni.08098009673,0,0,0,False,False,False,False
Your FREE TOMORROW Balance has been used. To get DOUBLE FREE CREDIT TOMORROW,1,1,1,False,False,False,False
2,1,0,1,True,False,False,True
08XXXXXX31. My Etisalat number. Please send 1Gb. You said its 950 right? Thanks you.,0,0,0,False,False,False,False
Do ensure you subscribe to an MTN Data Bundle to avoid being charged out of bundle rates for browsing or for mobile app updates on your new smart phone. Visit www.mtnonline.com/tips for tips to help you avoid extra charges due to your smart phone.,1,1,1,False,False,False,False
GOODDAY.MICT1 EXAMINATION STARTS EXACTLY 9AM. TODAY. PLEASE ENDEAVOUR TO ARRIVE BY 8AM FOR GROUP DISCUSSION AND SITTING ARRANGEMENT. WISHING U BEST OF LUCK,0,0,0,False,False,False,False
Challenges are tough to those who never face them but easy to those who accept them. Accept every challenge with a smile and see it disappear!,1,0,1,True,False,False,True
"Today is Okeyinka Yetunde's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!"".",0,1,1,True,True,True,False
Today..in less than 2 hours,0,0,0,False,False,False,False
EPL Is Here Again. Text Sport to 35241 For Sport News Update. Cost N100/30days,1,1,1,False,False,False,False
Goodevening sir,0,0,0,False,False,False,False
Get 1 FREE Ring Back Tune for 30days. Text 2 to 251 for Aye by Davido or text MORE to 251 for a list of more free tunes. N50 activation fee appli<<Content not supported>>,1,1,1,False,False,False,False
The thing still didn't work o.  Want to clean my atm with spirit then I'll try again after environmental,0,0,0,False,False,False,False
Double Your Recharge Promo is Back! Recharge N200 & above and get double to call all Networks in 9ja. Bonus is valid for 7 days,0,1,1,True,True,True,False
TEXT to 131   VIEW SELECT;CHANGE SELECT <destinationCode>;,1,1,0,False,True,False,True
Dear 08189440237! Get 5 FREE days of useful alerts,1,1,1,False,False,False,False
Good night sir and have a nice dream,0,0,0,False,False,False,False
OK sir,0,0,0,False,False,False,False
Gud pm ma,0,0,0,False,False,False,False
Your favourite BlackBerry Monthly Bundle is still available at N1,0,1,1,True,True,True,False
Low credit ?  No Wahala ! simply Dial *321#¿ to borrow.,1,1,0,False,True,False,True
Loose belly fat in 7days! Send DIET to 38261 to subscribe for daily tips at N10 only.,1,1,1,False,False,False,False
Hi,0,0,0,False,False,False,False
Get Free Advice On HIV & Related Health Issues,1,1,1,False,False,False,False
2347067581558 has just tried to reach you by the Call Sponsor on 13/02/14 at 04:33.,1,1,1,False,False,False,False
I'm in school till 5pm o,0,0,0,False,False,False,False
Champions know there are no shortcuts to the top. They climb the mountain one step at a time. Perseverance is the key!,1,0,1,True,False,False,True
CONGRATS! U ve been selected 4 a Writen Test/Interview in a HR/Health Org. 2MRW Friday 28/02/2014. Venue DANAX PLAZA ADAMASINGBA B/STOP,0,0,1,False,True,False,True
Glo Backup,1,1,1,False,False,False,False
Ayandiran bolanle khadijat(09/0787),0,0,0,False,False,False,False
Email: Oluwolepaul@gmail.com.  The domain I want to transfer to star host is www.alientechltd.us,0,0,0,False,False,False,False
Tak a cab goin to iyana mortuary,0,0,0,False,False,False,False
If your daily life seems poor,1,1,1,False,False,False,False
RAMADAN THE MONTH OF FORGIVENESS AND BONANZA.For Ramadan Daily Prayer Guide. Text Ramadan to 35242.cost N100 /Ramadan Period.Content delivery starts next day,1,1,1,False,False,False,False
Hey beloved,0,0,0,False,False,False,False
N350 was transferred to you from 081XXXXXX71 on 03/08/14 12:14 via Share & Sell. Your new account balance is N371.6.,1,1,1,False,False,False,False
If you want happiness in your life then never be a beggar of love,1,1,1,False,False,False,False
ATTN:MEMBERS OF ASUU-UNAAB COOPERATIVE.Kindly attend the 9th AGM of ASUU-UNAAAB Cooperative on Wed June 25,0,0,0,False,False,False,False
Bakare sulaimoon gbolahan...0907it00804,0,0,0,False,False,False,False
Gtbank 01XXXXXX09 Oluwole Paul,0,0,0,False,False,False,False
Please call me. Y.ello,0,0,0,False,False,False,False
Thanks so much for always been there for me,0,0,0,False,False,False,False
70XXXXXX51,0,0,0,False,False,False,False
Looking for a new job? A good CV should be short/relevant; no more than 3pages.For more Job tips from Phillips Consulting,1,1,1,False,False,False,False
Eunice(08XXXXXX25),0,0,0,False,False,False,False
You transferred N100.00 to 23481XXXXXX02. Your new account balance is N75.49. Thanks for using share n sell service.,0,1,1,True,True,True,False
Your relationship can be a beacon of hope to the outside world as you show devotion,1,1,1,False,False,False,False
Dear TOSIN,0,0,0,False,False,False,False
It's Officially noted dat 20014 is in and seated with us.it brings all good life packages.Happy New year,0,0,0,False,False,False,False
Your FREE trial of GENERALNEWS ends today.To continue enjoying the service,1,1,1,False,False,False,False
hbd kenny many more yrs in good health and sucess sorry its cumij late tak care,0,0,0,False,False,False,False
I am going hom,0,0,0,False,False,False,False
But oby should know sha,0,0,0,False,False,False,False
Where re u?,0,0,0,False,False,False,False
Enjoy FREE CALLS this season! Call ALL Networks & Browse the internet Today! Get  N750 when you pay N250. Valid for 3 days. dial *142# NOW!,1,1,1,False,False,False,False
Participate in the Canada International Business Conference Toronto june 12-13 2014,0,0,1,False,True,False,True
get all the ogbonge football gist and live scores from una favorite clubs dem. Text PIDGIN to 38400,1,1,1,False,False,False,False
kindnes is a language which d dumb cn spik n d deaf cn undastnd. 10ks 4 d card. God bless U n ur plans dis mnth. Ds s ur mnth of testimony. Thanks so much more.,0,0,0,False,False,False,False
ME NT COM4TABLE WITHOUT U COLECTIN D RECEIT OR BEANX...pls reply me..,0,0,0,False,False,False,False
You transferred N200 to 081XXXXX992 on 30/07/14 16:42. Your new account balance is N206.09. Thanks for using Share & Sell.,1,1,1,False,False,False,False
MTN Backup,1,1,1,False,False,False,False
21XXXXX18,0,0,0,False,False,False,False
Are you searching for LOVE or in LOVE and you don't know how to keep it? Text DL to 30327 for LOVE ADVICE. Service cost N20/day. Powered by Etisalat,1,1,1,False,False,False,False
Hw much do u tink s4 wud be nw in d market,0,0,0,False,False,False,False
As part of d preparatn towrds d success of dis yr TLC,0,0,0,False,False,False,False
STOP,1,1,1,False,False,False,False
7.26E+11,0,0,1,False,True,False,True
May  Everything Happy And Everything Bright Be Yours On Your Birthday From Morning Till Night. And Then Through The Year May The Same Thing Hold True So That Each Day Is Filled With Life’s Best Things For You!HAPI B'DAY,0,0,0,False,False,False,False
Gd am Sir/Ma,0,0,0,False,False,False,False
Scared of Job interviews? No More Worries! Get that DREAM JOB today with daily INTERVIEW TIPS. Simply Text INT to 38080 @ N50 for 5days & enjoy first 2days FREE,1,1,1,False,False,False,False
08XXXXXX59,0,0,0,False,False,False,False
Yes I just got back ooooh,0,0,0,False,False,False,False
Does your number end in 5?TODAY 27/07you're chosen to participate for the 'Nigeria Centenary 100 Million Naira Mega Jackpot'!Send WIN to 35777!N100/SMS,1,1,1,False,False,False,False
Stop,1,1,1,False,False,False,False
Internet,1,0,1,True,False,False,True
When I first saw you,0,0,0,False,False,False,False
Coke Studio Africa rounds up this Sunday at 6pm on AIT. Catch up on all the fun with 2Face,0,0,1,False,True,False,True
